Date,Product,Quantity,Revenue
2025-02-20,Widget E,38,532
2025-06-02,Widget C,23,874
2025-09-20,Widget C,14,574
2025-03-01,Widget D,42,420
2025-08-23,Widget C,23,805
2025-09-18,Widget A,33,1188
2025-03-31,Widget C,22,396
2025-12-14,Widget D,41,2050
2025-03-21,Widget A,48,960
2025-02-16,Widget A,20,980
2025-11-29,Widget A,42,966
2025-09-06,Widget D,15,450
2025-07-12,Widget D,18,234
2025-12-21,Widget E,30,1020
2025-04-21,Widget C,46,966
2025-11-08,Widget E,33,561
2025-12-11,Widget B,38,912
2025-10-01,Widget B,31,651
2025-11-25,Widget A,2,64
2025-09-24,Widget E,6,120
2025-02-07,Widget C,18,900
2025-06-11,Widget E,18,846
2025-12-30,Widget B,15,735
2025-10-01,Widget B,33,1551
2025-10-25,Widget E,44,924
2025-02-09,Widget E,31,961
2025-10-02,Widget C,30,600
2025-05-19,Widget D,31,589
2025-11-17,Widget D,13,416
2025-05-20,Widget B,34,1564
2025-09-07,Widget D,18,270
2025-06-04,Widget C,42,1764
2025-04-15,Widget A,35,980
2025-05-01,Widget E,40,1480
2025-11-27,Widget E,5,85
2025-03-02,Widget D,21,840
2025-01-06,Widget C,49,2156
2025-08-13,Widget B,44,484
2025-06-11,Widget D,38,1216
2025-02-11,Widget E,31,1147
2025-08-26,Widget B,13,143
2025-02-12,Widget E,25,1125
2025-06-17,Widget E,11,198
2025-11-21,Widget C,34,442
2025-02-02,Widget E,33,1023
2025-07-24,Widget D,34,884
2025-09-21,Widget B,29,783
2025-11-25,Widget D,46,1840
2025-03-16,Widget C,23,1081
2025-05-25,Widget D,14,406
2025-11-30,Widget B,26,416
2025-12-16,Widget A,21,945
2025-11-08,Widget C,1,43
2025-11-17,Widget B,33,924
2025-12-27,Widget B,18,882
2025-06-18,Widget C,14,266
2025-06-27,Widget E,35,420
2025-12-19,Widget A,23,736
2025-12-22,Widget C,36,900
2025-10-18,Widget E,13,182
2025-09-19,Widget C,13,143
2025-11-16,Widget E,17,238
2025-03-25,Widget E,44,1408
2025-03-16,Widget D,10,450
2025-01-25,Widget D,14,364
2025-06-19,Widget D,23,437
2025-11-19,Widget E,11,165
2025-12-13,Widget E,40,760
2025-08-02,Widget B,32,640
2025-03-02,Widget C,37,1813
2025-10-14,Widget E,46,2208
2025-12-16,Widget B,6,234
2025-02-15,Widget C,26,442
2025-06-03,Widget C,31,651
2025-07-18,Widget C,35,1680
2025-06-30,Widget D,32,1024
2025-06-24,Widget B,23,506
2025-01-05,Widget D,48,624
2025-09-12,Widget C,23,621
2025-08-05,Widget C,50,1200
2025-06-29,Widget B,24,360
2025-04-25,Widget B,42,1176
2025-07-13,Widget E,4,72
2025-05-04,Widget B,33,1188
2025-09-29,Widget C,24,792
2025-08-26,Widget B,42,462
2025-05-07,Widget E,35,1260
2025-02-26,Widget E,24,1152
2025-07-25,Widget E,29,319
2025-10-19,Widget E,16,384
2025-01-24,Widget E,23,414
2025-12-31,Widget D,48,1056
2025-10-08,Widget C,12,240
2025-12-16,Widget E,22,264
2025-03-18,Widget C,2,64
2025-06-17,Widget A,38,1596
2025-08-18,Widget B,46,1288
2025-07-22,Widget E,21,819
2025-03-15,Widget D,33,1518
2025-09-17,Widget E,43,731
2025-05-15,Widget E,18,270
2025-05-01,Widget B,34,850
2025-03-20,Widget D,5,85
2025-11-20,Widget C,31,1023
2025-11-14,Widget E,37,1554
2025-02-02,Widget A,12,336
2025-08-12,Widget D,13,598
2025-09-06,Widget C,11,429
2025-09-20,Widget A,33,792
2025-05-27,Widget C,45,1575
2025-02-18,Widget B,39,1794
2025-03-24,Widget E,26,1144
2025-08-19,Widget D,6,114
2025-04-20,Widget D,22,550
2025-11-21,Widget B,2,60
2025-12-08,Widget D,21,819
2025-09-03,Widget A,32,608
2025-07-14,Widget A,27,891
2025-09-25,Widget C,19,684
2025-10-14,Widget D,7,301
2025-05-06,Widget A,49,735
2025-02-03,Widget B,4,116
2025-10-05,Widget A,1,26
2025-10-27,Widget B,43,1376
2025-09-14,Widget B,4,176
2025-11-24,Widget B,43,2021
2025-12-09,Widget D,44,1012
2025-12-28,Widget E,23,391
2025-01-25,Widget C,10,440
2025-01-09,Widget E,48,1104
2025-01-27,Widget A,11,297
2025-08-19,Widget B,21,1029
2025-07-03,Widget D,32,1536
2025-10-17,Widget D,33,1584
2025-11-20,Widget D,47,799
2025-09-04,Widget C,1,14
2025-09-08,Widget D,40,400
2025-02-20,Widget E,9,333
2025-03-16,Widget C,17,476
2025-10-28,Widget C,9,126
2025-01-04,Widget C,25,825
2025-05-10,Widget A,43,1204
2025-04-25,Widget B,3,81
2025-05-01,Widget C,4,124
2025-09-27,Widget C,13,559
2025-10-02,Widget B,13,312
2025-04-17,Widget D,47,2115
2025-01-31,Widget B,47,517
2025-05-11,Widget B,5,90
2025-09-07,Widget B,2,78
2025-03-02,Widget A,21,756
2025-04-28,Widget B,44,1012
2025-03-13,Widget D,8,256
2025-10-15,Widget C,15,630
2025-04-20,Widget B,42,966
2025-06-28,Widget E,46,2070
2025-04-15,Widget B,15,510
2025-07-02,Widget A,34,680
2025-12-12,Widget E,50,2400
2025-02-02,Widget D,28,1092
2025-04-19,Widget C,34,1054
2025-10-16,Widget E,21,693
2025-12-06,Widget B,35,1015
2025-12-28,Widget A,43,1505
2025-08-24,Widget D,40,1760
2025-06-11,Widget D,16,256
2025-07-07,Widget C,42,1512
2025-07-28,Widget C,47,658
2025-07-08,Widget C,37,592
2025-07-05,Widget C,40,960
2025-05-25,Widget B,24,696
2025-08-12,Widget E,24,936
2025-02-26,Widget A,46,2024
2025-05-31,Widget E,26,1170
2025-08-27,Widget D,16,384
2025-03-09,Widget E,7,231
2025-05-28,Widget D,45,1890
2025-03-04,Widget C,15,195
2025-05-07,Widget A,5,200
2025-03-30,Widget C,48,1296
2025-10-11,Widget D,12,384
2025-02-08,Widget A,25,825
2025-06-30,Widget D,12,444
2025-02-07,Widget B,6,150
2025-11-14,Widget C,7,147
2025-03-20,Widget C,33,726
2025-01-23,Widget C,21,609
2025-03-03,Widget A,13,325
2025-04-17,Widget E,40,600
2025-07-06,Widget D,26,364
2025-04-24,Widget C,45,1530
2025-05-27,Widget E,28,1260
2025-06-04,Widget A,21,903
2025-01-22,Widget A,30,810
2025-08-30,Widget A,46,506
2025-10-27,Widget D,18,702
2025-09-28,Widget D,33,1023
2025-04-21,Widget A,4,64
2025-08-15,Widget D,37,666
2025-06-17,Widget D,13,130
2025-01-30,Widget D,47,846
2025-10-21,Widget D,12,444
2025-08-24,Widget D,39,1365
2025-07-07,Widget C,37,814
2025-01-27,Widget C,12,588
2025-04-04,Widget E,4,72
2025-07-24,Widget A,16,784
2025-07-15,Widget B,19,646
2025-08-08,Widget C,49,637
2025-09-23,Widget B,29,1218
2025-02-23,Widget B,5,160
2025-12-15,Widget D,40,1560
2025-09-06,Widget C,4,92
2025-11-21,Widget A,28,476
2025-01-08,Widget A,14,350
2025-10-05,Widget B,40,1520
2025-03-28,Widget E,24,336
2025-11-09,Widget E,48,2352
2025-09-05,Widget E,39,1794
2025-09-06,Widget A,50,1150
2025-02-22,Widget E,43,1634
2025-05-26,Widget D,30,720
2025-12-12,Widget B,41,1312
2025-10-28,Widget B,39,1326
2025-10-16,Widget A,4,44
2025-03-06,Widget C,41,697
2025-07-25,Widget D,36,1476
2025-10-16,Widget C,23,598
2025-10-12,Widget E,4,124
2025-07-28,Widget C,44,2200
2025-03-21,Widget C,40,480
2025-11-16,Widget B,16,544
2025-06-25,Widget B,12,552
2025-05-16,Widget D,2,50
2025-10-21,Widget B,12,252
2025-04-14,Widget C,17,544
2025-01-29,Widget D,25,500
2025-05-18,Widget D,32,736
2025-09-07,Widget E,19,418
2025-06-06,Widget E,45,2025
2025-05-09,Widget D,49,2401
2025-09-09,Widget A,15,390
2025-08-05,Widget C,44,1320
2025-03-04,Widget A,26,1066
2025-04-13,Widget D,40,480
2025-04-23,Widget E,33,528
2025-11-02,Widget B,50,2100
2025-01-04,Widget A,34,1020
2025-07-16,Widget E,21,987
2025-12-07,Widget B,19,741
2025-06-25,Widget B,24,912
2025-09-15,Widget D,50,1500
2025-09-05,Widget A,25,450
2025-10-09,Widget C,38,570
2025-03-14,Widget D,42,504
2025-03-28,Widget B,9,441
2025-12-26,Widget C,25,1100
2025-12-27,Widget E,18,396
2025-12-27,Widget D,10,220
2025-12-18,Widget B,16,240
2025-02-17,Widget D,39,741
2025-05-24,Widget A,49,833
2025-09-23,Widget E,26,832
2025-04-25,Widget E,49,980
2025-05-02,Widget D,48,528
2025-06-03,Widget C,5,85
2025-03-23,Widget A,44,572
2025-05-13,Widget B,20,440
2025-02-14,Widget C,45,1845
2025-01-05,Widget E,15,645
2025-11-15,Widget D,14,238
2025-10-19,Widget E,5,90
2025-06-12,Widget C,23,322
2025-10-23,Widget C,18,882
2025-11-27,Widget D,48,2352
2025-01-20,Widget B,37,1850
2025-03-19,Widget E,19,228
2025-01-06,Widget B,31,1333
2025-01-13,Widget B,4,148
2025-03-25,Widget E,47,1833
2025-09-27,Widget A,41,1804
2025-07-21,Widget C,46,1840
2025-09-27,Widget D,8,112
2025-03-22,Widget E,50,900
2025-10-11,Widget A,22,858
2025-08-15,Widget C,15,225
2025-04-17,Widget D,49,1421
2025-03-31,Widget E,12,432
2025-09-17,Widget D,42,2016
2025-01-21,Widget A,31,713
2025-05-16,Widget D,42,1470
2025-11-07,Widget E,19,836
2025-05-24,Widget C,33,792
2025-10-20,Widget A,18,342
2025-02-26,Widget A,32,352
2025-05-18,Widget C,19,532
2025-12-24,Widget A,39,1872
2025-03-19,Widget B,43,645
2025-02-20,Widget A,4,132
2025-09-30,Widget A,42,2058
2025-04-25,Widget B,11,132
2025-04-29,Widget D,20,560
2025-12-11,Widget D,9,225
2025-09-15,Widget D,12,324
2025-06-19,Widget A,48,1248
2025-01-26,Widget B,30,1260
2025-05-05,Widget C,24,864
2025-02-12,Widget A,2,24
2025-10-27,Widget C,27,1026
2025-02-04,Widget E,32,1120
2025-04-16,Widget A,10,150
2025-03-27,Widget C,13,312
2025-10-30,Widget B,48,480
2025-08-23,Widget D,24,1152
2025-11-29,Widget C,31,1395
2025-01-10,Widget A,24,624
2025-07-29,Widget A,5,205
2025-06-02,Widget B,13,377
2025-06-19,Widget A,38,1900
2025-03-23,Widget D,41,1722
2025-08-01,Widget D,25,1025
2025-02-26,Widget D,35,770
2025-09-02,Widget C,19,627
2025-09-13,Widget A,2,98
2025-06-30,Widget E,15,360
2025-01-30,Widget B,25,375
2025-03-15,Widget A,34,1088
2025-07-29,Widget C,14,616
2025-10-18,Widget B,43,1290
2025-02-26,Widget B,4,140
2025-04-30,Widget A,14,490
2025-08-18,Widget E,7,315
2025-01-01,Widget D,22,374
2025-01-20,Widget B,28,924
2025-06-15,Widget D,35,1575
2025-12-26,Widget E,42,630
2025-02-21,Widget B,30,1050
2025-12-11,Widget C,34,408
2025-11-25,Widget D,12,300
2025-01-30,Widget A,50,1700
2025-10-14,Widget B,35,490
2025-04-30,Widget C,15,225
2025-12-22,Widget E,23,460
2025-01-13,Widget E,15,255
2025-06-18,Widget E,47,1598
2025-05-19,Widget C,43,1462
2025-03-19,Widget B,9,270
2025-01-12,Widget C,7,147
2025-11-12,Widget D,18,702
2025-09-30,Widget A,24,576
2025-11-13,Widget A,19,589
2025-07-31,Widget A,12,324
2025-04-05,Widget C,5,210
2025-02-08,Widget D,50,1550
2025-06-28,Widget A,49,1960
2025-03-06,Widget A,23,943
2025-02-11,Widget E,21,735
2025-01-20,Widget E,41,533
2025-06-21,Widget E,7,126
2025-10-05,Widget E,43,559
2025-09-25,Widget A,38,1634
2025-06-06,Widget E,21,588
2025-03-25,Widget E,36,684
2025-02-22,Widget E,26,650
2025-11-06,Widget B,8,296
2025-05-10,Widget A,31,1426
2025-10-31,Widget E,31,434
2025-04-21,Widget E,10,290
2025-01-26,Widget D,18,522
2025-11-11,Widget D,25,600
2025-01-26,Widget E,3,45
2025-07-31,Widget E,17,323
2025-04-09,Widget C,36,1368
2025-03-14,Widget D,19,855
2025-05-18,Widget D,47,987
2025-03-05,Widget E,8,160
2025-06-04,Widget E,33,858
2025-07-20,Widget D,40,760
2025-11-05,Widget A,22,572
2025-06-02,Widget C,5,105
2025-11-25,Widget C,6,192
2025-04-30,Widget A,24,360
2025-07-17,Widget C,29,638
2025-02-01,Widget C,39,1248
2025-01-31,Widget A,27,972
2025-03-31,Widget B,2,98
2025-07-21,Widget C,50,2300
2025-01-17,Widget D,31,1085
2025-06-29,Widget E,45,1260
2025-12-21,Widget E,28,280
2025-04-15,Widget C,40,1640
2025-09-07,Widget E,16,480
2025-05-21,Widget E,24,696
2025-03-29,Widget C,22,1056
2025-09-10,Widget A,15,525
2025-02-08,Widget E,2,64
2025-04-01,Widget D,11,396
2025-11-03,Widget D,35,1365
2025-10-03,Widget A,3,39
2025-02-18,Widget A,2,30
2025-07-16,Widget A,43,1720
2025-03-07,Widget C,34,1326
2025-11-27,Widget E,49,490
2025-03-21,Widget D,7,196
2025-03-10,Widget D,44,1100
2025-08-15,Widget D,9,90
2025-10-30,Widget E,48,1680
2025-08-24,Widget A,18,810
2025-12-16,Widget C,6,78
2025-04-14,Widget C,18,522
2025-09-02,Widget E,42,1512
2025-07-24,Widget D,29,928
2025-04-03,Widget D,46,782
2025-09-02,Widget B,34,1700
2025-07-11,Widget A,24,1104
2025-07-27,Widget A,42,756
2025-05-16,Widget E,50,650
2025-04-07,Widget E,34,714
2025-01-02,Widget B,2,22
2025-06-17,Widget A,7,259
2025-06-30,Widget B,26,364
2025-09-12,Widget D,43,430
2025-07-30,Widget E,2,78
2025-11-05,Widget E,29,783
2025-05-24,Widget D,15,720
2025-04-01,Widget D,48,1968
2025-05-12,Widget C,22,352
2025-01-12,Widget C,15,615
2025-05-30,Widget B,31,744
2025-05-10,Widget A,31,868
2025-12-20,Widget B,25,425
2025-02-27,Widget C,12,408
2025-01-04,Widget D,7,161
2025-09-09,Widget A,20,920
2025-04-10,Widget A,17,340
2025-05-22,Widget B,2,68
2025-01-23,Widget E,17,612
2025-08-01,Widget A,35,700
2025-01-12,Widget D,34,1224
2025-05-10,Widget E,43,688
2025-06-18,Widget A,17,187
2025-12-08,Widget A,36,1008
2025-10-12,Widget D,30,1140
2025-11-18,Widget C,24,1056
2025-03-07,Widget B,43,1376
2025-02-21,Widget E,3,144
2025-04-11,Widget B,6,174
2025-03-09,Widget E,44,1408
2025-10-24,Widget E,1,20
2025-01-30,Widget D,6,132
2025-01-19,Widget D,12,216
2025-01-03,Widget A,17,391
2025-06-04,Widget A,1,20
2025-08-26,Widget D,43,1763
2025-05-28,Widget E,22,880
2025-09-25,Widget A,9,297
2025-08-05,Widget E,12,372
2025-03-13,Widget B,14,210
2025-02-08,Widget E,13,234
2025-02-19,Widget A,39,741
2025-11-29,Widget D,23,920
2025-12-15,Widget A,43,1806
2025-03-15,Widget E,28,1092
2025-01-20,Widget A,8,336
2025-05-24,Widget A,12,456
2025-09-15,Widget E,17,459
2025-12-14,Widget C,33,891
2025-10-04,Widget A,19,209
2025-05-11,Widget E,50,2100
2025-12-26,Widget E,23,1127
2025-11-20,Widget D,16,400
2025-05-19,Widget B,45,2025
2025-08-03,Widget E,38,1786
2025-09-07,Widget E,39,1404
2025-08-18,Widget A,16,528
2025-12-11,Widget A,16,608
2025-08-07,Widget A,35,1050
2025-03-22,Widget D,17,612
2025-06-10,Widget C,37,592
2025-09-04,Widget A,19,285
2025-12-23,Widget A,19,513
2025-02-23,Widget A,9,342
2025-03-14,Widget D,28,588
2025-03-29,Widget B,8,224
2025-09-23,Widget B,28,448
2025-08-09,Widget D,50,1850
2025-06-12,Widget A,24,1200
2025-01-21,Widget A,44,1144
2025-07-13,Widget C,21,756
2025-09-24,Widget E,20,1000
2025-07-13,Widget D,20,840
2025-02-17,Widget C,36,432
2025-12-30,Widget C,1,13
2025-06-07,Widget E,39,1599
2025-12-01,Widget B,4,160
2025-10-19,Widget E,16,320
2025-08-10,Widget C,48,1104
2025-04-21,Widget A,21,252
2025-11-23,Widget B,14,420
2025-03-04,Widget D,22,242
2025-04-09,Widget D,19,874
2025-04-01,Widget A,28,980
2025-10-22,Widget E,35,1680
2025-07-31,Widget B,38,1824
2025-12-23,Widget B,27,675
2025-04-06,Widget B,44,1012
2025-10-01,Widget C,20,480
2025-06-05,Widget C,9,450
2025-06-16,Widget D,16,800
2025-11-12,Widget B,18,450
2025-08-04,Widget D,27,621
2025-04-23,Widget D,25,800
2025-12-16,Widget B,45,1485
2025-07-29,Widget C,5,70
2025-02-05,Widget C,37,1258
2025-10-13,Widget D,19,684
2025-12-30,Widget C,22,220
2025-06-21,Widget B,38,532
2025-01-04,Widget E,27,1269
2025-02-14,Widget B,9,324
2025-10-09,Widget C,10,100
2025-05-14,Widget B,33,429
2025-12-27,Widget D,50,850
2025-07-05,Widget A,26,390
2025-10-23,Widget A,43,1978
2025-02-05,Widget B,4,172
2025-10-16,Widget D,26,832
2025-10-28,Widget E,48,2064
2025-12-16,Widget B,6,78
2025-06-07,Widget A,5,80
2025-01-27,Widget E,41,902
2025-01-25,Widget D,23,1012
2025-10-03,Widget A,11,462
2025-12-04,Widget B,35,1190
2025-03-29,Widget E,7,336
2025-03-03,Widget C,22,880
2025-01-08,Widget C,33,1551
2025-08-25,Widget B,27,999
2025-11-06,Widget D,13,221
2025-11-11,Widget B,16,528
2025-03-28,Widget B,15,735
2025-07-02,Widget C,4,184
2025-08-11,Widget E,5,120
2025-03-16,Widget E,31,1178
2025-12-18,Widget A,34,782
2025-02-10,Widget A,44,1320
2025-01-29,Widget A,21,945
2025-04-28,Widget A,42,1596
2025-06-26,Widget B,23,368
2025-01-13,Widget B,21,819
2025-01-29,Widget B,47,752
2025-12-04,Widget B,17,255
2025-10-21,Widget D,17,255
2025-10-07,Widget A,6,162
2025-11-06,Widget D,11,253
2025-10-18,Widget C,24,288
2025-06-09,Widget D,40,1760
2025-07-05,Widget E,15,150
2025-06-08,Widget C,19,722
2025-05-03,Widget B,47,1363
2025-05-30,Widget E,7,329
2025-07-11,Widget C,32,1312
2025-10-14,Widget B,5,210
2025-03-15,Widget E,25,750
2025-12-27,Widget C,49,2058
2025-01-04,Widget B,33,1617
2025-06-04,Widget E,38,798
2025-06-26,Widget A,33,1221
2025-10-08,Widget A,50,800
2025-09-07,Widget E,19,304
2025-05-27,Widget E,8,96
2025-04-02,Widget B,11,352
2025-05-20,Widget B,17,544
2025-07-12,Widget E,46,2162
2025-04-01,Widget E,2,90
2025-03-20,Widget D,17,612
2025-12-25,Widget E,26,546
2025-07-15,Widget E,8,208
2025-02-05,Widget D,16,304
2025-08-25,Widget D,28,980
2025-08-22,Widget D,26,1196
2025-09-10,Widget E,20,1000
2025-08-26,Widget B,19,760
2025-10-17,Widget B,13,143
2025-07-26,Widget E,13,559
2025-04-19,Widget E,16,528
2025-04-20,Widget D,29,1015
2025-02-01,Widget B,30,630
2025-04-24,Widget C,23,1081
2025-05-01,Widget E,27,702
2025-09-11,Widget A,32,1216
2025-09-22,Widget E,19,513
2025-06-09,Widget C,17,170
2025-11-25,Widget E,35,1120
2025-02-25,Widget D,1,27
2025-06-01,Widget E,22,990
2025-02-27,Widget A,27,486
2025-01-03,Widget C,18,882
2025-11-26,Widget D,45,495
2025-11-25,Widget B,43,1806
2025-03-25,Widget C,25,250
2025-03-26,Widget A,22,946
2025-12-27,Widget C,43,2107
2025-05-01,Widget C,45,720
2025-11-13,Widget B,5,215
2025-01-16,Widget C,27,1134
2025-04-12,Widget D,11,418
2025-05-05,Widget E,29,725
2025-08-11,Widget D,42,1890
2025-04-04,Widget D,11,275
2025-12-19,Widget B,4,44
2025-04-11,Widget E,9,414
2025-11-20,Widget B,21,945
2025-01-20,Widget E,12,588
2025-12-26,Widget B,31,496
2025-03-15,Widget B,24,264
2025-08-12,Widget E,24,1152
2025-08-29,Widget D,5,250
2025-12-16,Widget E,17,663
2025-12-03,Widget C,29,1189
2025-11-04,Widget D,23,1081
2025-05-12,Widget B,25,850
2025-11-29,Widget A,25,475
2025-12-02,Widget C,12,516
2025-01-25,Widget C,37,740
2025-10-27,Widget B,39,741
2025-03-08,Widget B,1,45
2025-02-12,Widget E,33,462
2025-01-12,Widget D,29,1044
2025-04-26,Widget A,11,539
2025-08-05,Widget D,14,546
2025-12-06,Widget B,35,385
2025-02-12,Widget E,50,1250
2025-07-12,Widget D,42,714
2025-09-27,Widget D,49,588
2025-03-17,Widget C,36,1656
2025-12-05,Widget B,44,1144
2025-03-11,Widget C,2,50
2025-08-27,Widget E,24,384
2025-01-24,Widget A,2,100
2025-12-19,Widget A,17,816
2025-07-12,Widget E,39,1053
2025-04-21,Widget E,29,638
2025-02-12,Widget E,23,713
2025-06-25,Widget E,16,560
2025-10-28,Widget D,22,660
2025-05-16,Widget B,37,1406
2025-11-19,Widget A,32,864
2025-02-27,Widget C,15,390
2025-07-19,Widget B,18,576
2025-04-21,Widget A,39,1404
2025-10-18,Widget C,23,667
2025-05-30,Widget B,5,140
