Date,Product,Quantity,Revenue
2025-03-25,Widget D,34,1054
2025-08-22,Widget A,3,30
2025-12-29,Widget A,48,1584
2025-11-02,Widget E,22,792
2025-10-21,Widget D,35,1715
2025-10-12,Widget A,20,800
2025-09-19,Widget D,14,182
2025-12-02,Widget E,43,1376
2025-06-28,Widget A,14,336
2025-11-13,Widget B,32,352
2025-12-06,Widget D,44,528
2025-10-02,Widget E,20,480
2025-10-20,Widget B,9,252
2025-10-29,Widget C,15,270
2025-01-12,Widget D,34,1496
2025-02-23,Widget C,29,1363
2025-06-26,Widget D,32,1600
2025-03-14,Widget A,31,434
2025-12-19,Widget E,18,576
2025-03-11,Widget D,6,84
2025-01-15,Widget E,15,690
2025-01-21,Widget E,28,560
2025-02-11,Widget D,18,684
2025-04-16,Widget D,45,675
2025-02-17,Widget A,23,782
2025-07-26,Widget C,4,188
2025-11-28,Widget A,18,810
2025-09-30,Widget E,6,102
2025-08-31,Widget A,42,1806
2025-11-17,Widget A,26,1014
2025-02-11,Widget E,42,1722
2025-08-28,Widget D,15,585
2025-06-21,Widget B,3,114
2025-05-10,Widget A,12,144
2025-03-16,Widget B,2,44
2025-04-16,Widget B,42,1554
2025-01-12,Widget E,39,1560
2025-06-21,Widget B,20,260
2025-02-14,Widget D,30,450
2025-07-21,Widget D,5,210
2025-08-29,Widget C,7,154
2025-05-24,Widget A,1,32
2025-05-15,Widget D,32,864
2025-11-08,Widget A,15,165
2025-10-19,Widget E,23,1035
2025-07-23,Widget C,41,1804
2025-07-15,Widget D,16,608
2025-12-02,Widget D,2,26
2025-12-29,Widget E,18,702
2025-02-05,Widget C,33,1386
2025-04-05,Widget C,39,1833
2025-06-20,Widget A,35,1645
2025-05-17,Widget A,7,287
2025-01-14,Widget D,30,1200
2025-10-01,Widget A,50,1200
2025-03-20,Widget C,15,690
2025-06-03,Widget E,34,476
2025-03-31,Widget A,27,324
2025-07-08,Widget A,13,143
2025-10-21,Widget A,32,608
2025-03-23,Widget C,43,1978
2025-11-25,Widget B,18,522
2025-10-03,Widget E,36,1188
2025-08-24,Widget A,17,187
2025-04-21,Widget E,28,672
2025-04-05,Widget A,16,784
2025-04-29,Widget C,26,364
2025-09-13,Widget B,38,722
2025-01-01,Widget E,5,155
2025-06-25,Widget C,15,150
2025-09-06,Widget C,50,1850
2025-11-30,Widget B,9,324
2025-12-04,Widget C,33,1485
2025-06-14,Widget C,17,782
2025-12-28,Widget A,18,234
2025-04-11,Widget B,1,39
2025-09-04,Widget E,39,936
2025-09-13,Widget A,48,1056
2025-02-19,Widget E,19,836
2025-02-07,Widget E,25,1000
2025-04-25,Widget A,48,672
2025-04-20,Widget D,4,120
2025-09-21,Widget C,36,504
2025-06-29,Widget D,21,1050
2025-07-28,Widget C,13,403
2025-10-02,Widget E,31,372
2025-11-27,Widget E,10,300
2025-10-10,Widget C,1,49
2025-05-29,Widget D,1,38
2025-01-10,Widget E,22,462
2025-09-15,Widget B,38,1710
2025-06-12,Widget A,27,1350
2025-12-28,Widget A,15,195
2025-11-14,Widget E,29,1015
2025-07-22,Widget D,26,286
2025-06-01,Widget B,17,340
2025-01-17,Widget B,37,1517
2025-06-08,Widget A,50,1150
2025-11-08,Widget D,25,1125
2025-03-31,Widget E,9,306
2025-03-27,Widget A,18,306
2025-02-16,Widget B,34,442
2025-09-01,Widget E,3,105
2025-08-31,Widget C,8,240
2025-10-27,Widget D,33,1221
2025-08-15,Widget D,4,196
2025-04-13,Widget E,46,1656
2025-01-20,Widget C,20,900
2025-07-30,Widget C,23,943
2025-04-18,Widget E,42,588
2025-06-18,Widget E,45,1530
2025-09-29,Widget C,42,1848
2025-08-06,Widget D,46,2070
2025-05-18,Widget E,18,270
2025-05-27,Widget B,7,238
2025-09-10,Widget D,40,840
2025-12-29,Widget D,16,688
2025-07-12,Widget E,7,238
2025-01-16,Widget C,40,1320
2025-04-05,Widget E,37,777
2025-12-13,Widget B,49,931
2025-04-17,Widget D,22,594
2025-12-30,Widget B,44,1716
2025-11-07,Widget E,6,246
2025-07-04,Widget D,24,408
2025-12-28,Widget D,15,270
2025-10-19,Widget B,50,1650
2025-10-08,Widget A,13,338
2025-04-27,Widget C,25,900
2025-06-29,Widget B,14,476
2025-08-04,Widget A,15,600
2025-03-28,Widget B,34,1326
2025-03-31,Widget A,36,1800
2025-07-31,Widget E,12,588
2025-11-04,Widget C,30,1170
2025-09-01,Widget A,8,152
2025-10-29,Widget C,50,1450
2025-09-24,Widget E,10,390
2025-12-02,Widget E,48,1248
2025-11-15,Widget E,48,2160
2025-08-12,Widget E,15,450
2025-08-21,Widget E,32,1472
2025-03-28,Widget A,10,330
2025-12-03,Widget B,25,650
2025-06-15,Widget E,38,1482
2025-06-19,Widget A,29,1044
2025-06-27,Widget C,42,462
2025-01-05,Widget E,47,1410
2025-06-06,Widget E,19,608
2025-08-05,Widget A,21,441
2025-02-13,Widget E,30,1020
2025-03-12,Widget B,21,504
2025-12-05,Widget A,33,396
2025-09-11,Widget E,38,1672
2025-12-07,Widget B,43,430
2025-10-18,Widget D,50,1500
2025-05-15,Widget B,7,126
2025-05-02,Widget B,22,968
2025-03-29,Widget C,29,986
2025-11-26,Widget B,38,874
2025-10-30,Widget E,13,169
2025-06-01,Widget E,43,1548
2025-11-10,Widget B,8,264
2025-07-21,Widget E,4,200
2025-04-03,Widget D,23,414
2025-10-04,Widget A,23,759
2025-01-27,Widget C,34,578
2025-01-23,Widget B,14,546
2025-01-04,Widget A,45,2070
2025-07-11,Widget D,34,1462
2025-12-16,Widget B,34,476
2025-09-24,Widget B,4,152
2025-02-05,Widget D,27,1026
2025-07-06,Widget B,27,540
2025-02-09,Widget E,11,319
2025-10-07,Widget A,15,600
2025-10-17,Widget D,13,442
2025-01-05,Widget C,17,714
2025-07-15,Widget E,5,70
2025-07-20,Widget E,50,1450
2025-05-10,Widget C,27,675
2025-06-14,Widget A,10,130
2025-02-05,Widget A,33,1551
2025-07-11,Widget B,5,225
2025-02-28,Widget A,38,1862
2025-06-10,Widget C,14,280
2025-05-21,Widget D,34,1156
2025-08-14,Widget A,22,1012
2025-08-08,Widget B,44,1100
2025-07-31,Widget B,11,451
2025-06-05,Widget A,34,850
2025-12-23,Widget E,23,276
2025-08-10,Widget E,29,319
2025-08-23,Widget A,24,264
2025-01-12,Widget A,14,532
2025-06-29,Widget A,40,1080
2025-07-14,Widget A,45,1035
2025-09-05,Widget B,17,731
2025-09-09,Widget B,32,352
2025-11-12,Widget E,23,736
2025-12-11,Widget E,8,208
2025-03-11,Widget B,14,658
2025-06-19,Widget D,11,473
2025-03-05,Widget A,8,280
2025-06-23,Widget A,3,87
2025-12-02,Widget C,1,50
2025-04-13,Widget B,47,1504
2025-06-14,Widget E,22,418
2025-02-24,Widget A,9,216
2025-09-25,Widget D,23,253
2025-07-05,Widget D,34,510
2025-11-18,Widget C,41,1394
2025-11-07,Widget B,27,702
2025-09-02,Widget E,10,500
2025-09-13,Widget E,40,1080
2025-07-30,Widget E,47,1175
2025-05-16,Widget A,15,315
2025-01-22,Widget C,35,595
2025-07-08,Widget A,11,264
2025-10-18,Widget E,41,2009
2025-11-06,Widget B,40,440
2025-10-16,Widget C,37,1221
2025-03-03,Widget D,23,253
2025-11-07,Widget B,8,160
2025-01-28,Widget E,5,160
2025-05-15,Widget A,37,1369
2025-04-16,Widget C,19,209
2025-03-22,Widget D,44,1012
2025-12-27,Widget C,17,527
2025-02-05,Widget E,26,260
2025-08-22,Widget B,16,368
2025-08-08,Widget B,26,572
2025-01-21,Widget A,49,2352
2025-04-22,Widget E,8,272
2025-05-10,Widget C,1,40
2025-05-10,Widget B,5,220
2025-12-06,Widget D,43,2064
2025-07-22,Widget A,37,1406
2025-09-27,Widget C,45,1485
2025-10-16,Widget C,37,1295
2025-04-08,Widget C,28,1232
2025-12-02,Widget A,29,928
2025-07-21,Widget D,31,1085
2025-10-25,Widget E,27,1350
2025-12-17,Widget A,12,276
2025-08-28,Widget E,44,1540
2025-01-27,Widget B,44,2112
2025-02-17,Widget E,50,1650
2025-05-08,Widget E,18,468
2025-03-10,Widget A,15,165
2025-12-13,Widget D,20,1000
2025-01-26,Widget C,49,2401
2025-02-25,Widget B,36,864
2025-06-14,Widget E,42,882
2025-05-15,Widget D,47,658
2025-07-25,Widget B,21,693
2025-06-21,Widget E,18,414
2025-06-22,Widget D,13,624
2025-11-06,Widget C,43,1290
2025-09-30,Widget D,32,992
2025-09-23,Widget E,12,264
2025-05-28,Widget E,2,54
2025-05-17,Widget A,46,782
2025-05-26,Widget C,48,720
2025-11-21,Widget B,22,814
2025-10-18,Widget B,7,217
2025-07-06,Widget A,40,1600
2025-04-28,Widget A,3,126
2025-11-02,Widget D,34,1258
2025-02-27,Widget D,8,208
2025-02-20,Widget E,32,480
2025-02-16,Widget C,44,440
2025-12-21,Widget E,41,533
2025-01-09,Widget C,33,1518
2025-08-04,Widget C,3,72
2025-12-28,Widget D,38,1102
2025-10-05,Widget A,48,1440
2025-04-12,Widget E,29,783
2025-10-12,Widget E,23,667
2025-05-12,Widget D,3,66
2025-12-14,Widget E,1,35
2025-01-11,Widget E,46,552
2025-05-21,Widget C,36,648
2025-07-10,Widget E,49,637
2025-01-21,Widget E,11,341
2025-11-21,Widget D,41,1558
2025-02-19,Widget B,8,328
2025-05-29,Widget C,1,43
2025-03-08,Widget E,46,1978
2025-12-04,Widget B,8,232
2025-11-29,Widget B,47,1175
2025-12-25,Widget C,41,1763
2025-07-19,Widget B,1,11
2025-06-24,Widget A,29,551
2025-08-22,Widget D,16,496
2025-04-30,Widget A,29,464
2025-03-22,Widget E,1,25
2025-08-06,Widget A,50,2300
2025-01-13,Widget D,24,480
2025-01-03,Widget E,28,1232
2025-02-19,Widget E,47,1269
2025-05-12,Widget B,50,1900
2025-08-01,Widget A,27,1026
2025-11-10,Widget B,12,396
2025-06-07,Widget C,37,407
2025-04-04,Widget D,6,96
2025-01-21,Widget C,12,144
2025-03-20,Widget C,22,242
2025-03-10,Widget C,29,406
2025-09-03,Widget D,48,768
2025-11-19,Widget B,5,125
2025-07-01,Widget D,29,1450
2025-08-05,Widget D,45,1575
2025-10-28,Widget B,14,644
2025-08-02,Widget D,48,1200
2025-11-05,Widget E,37,962
2025-07-18,Widget E,25,750
2025-10-12,Widget C,27,702
2025-08-03,Widget D,14,462
2025-01-24,Widget E,20,900
2025-10-23,Widget C,3,84
2025-03-23,Widget B,10,330
2025-06-30,Widget C,45,450
2025-09-28,Widget B,10,230
2025-10-31,Widget E,49,1029
2025-05-06,Widget A,10,480
2025-07-16,Widget A,45,1215
2025-11-13,Widget D,7,161
2025-07-09,Widget C,46,1058
2025-09-28,Widget D,50,2400
2025-03-29,Widget A,29,1218
2025-08-21,Widget C,35,350
2025-10-23,Widget B,42,1050
2025-12-26,Widget D,27,702
2025-01-12,Widget E,14,210
2025-04-16,Widget C,11,154
2025-10-15,Widget C,49,1078
2025-02-24,Widget B,15,420
2025-09-28,Widget E,3,78
2025-05-13,Widget C,37,592
2025-10-31,Widget C,7,287
2025-01-03,Widget E,29,1102
2025-03-14,Widget E,41,615
2025-10-18,Widget C,10,150
2025-07-10,Widget A,10,140
2025-08-26,Widget D,50,2500
2025-06-15,Widget D,7,161
2025-12-14,Widget A,37,1036
2025-04-28,Widget A,26,1092
2025-03-11,Widget C,21,777
2025-07-18,Widget A,28,308
2025-05-04,Widget D,49,2254
2025-03-09,Widget B,41,1968
2025-07-16,Widget E,27,324
2025-04-01,Widget B,9,135
2025-02-05,Widget A,23,667
2025-08-10,Widget C,29,1392
2025-09-20,Widget D,35,1505
2025-07-05,Widget A,42,756
2025-05-16,Widget B,39,1170
2025-01-16,Widget A,42,1554
2025-02-06,Widget C,15,675
2025-04-08,Widget A,42,1806
2025-04-30,Widget D,5,80
2025-06-26,Widget E,22,946
2025-03-16,Widget E,6,66
2025-01-22,Widget B,47,2256
2025-04-24,Widget B,46,1426
2025-01-23,Widget A,7,308
2025-02-25,Widget B,3,141
2025-10-16,Widget C,24,528
2025-10-29,Widget A,2,50
2025-05-09,Widget E,31,961
2025-12-10,Widget C,17,595
2025-06-22,Widget D,2,98
2025-06-18,Widget D,43,1806
2025-07-18,Widget A,30,990
2025-12-07,Widget D,17,340
2025-08-20,Widget B,39,1092
2025-05-14,Widget C,21,252
2025-11-18,Widget C,44,1980
2025-05-05,Widget E,9,324
2025-10-21,Widget B,3,69
2025-09-06,Widget A,5,115
2025-10-28,Widget D,6,234
2025-05-24,Widget E,27,1296
2025-02-21,Widget E,10,340
2025-12-30,Widget B,5,230
2025-12-28,Widget E,6,276
2025-09-29,Widget C,30,900
2025-01-22,Widget A,49,1323
2025-07-16,Widget D,35,1505
2025-08-01,Widget D,8,352
2025-09-21,Widget A,29,1015
2025-09-18,Widget B,39,1326
2025-09-22,Widget B,23,1081
2025-10-22,Widget D,45,1845
2025-06-11,Widget E,49,1029
2025-07-22,Widget E,32,928
2025-09-15,Widget B,42,1722
2025-10-22,Widget C,9,270
2025-09-10,Widget D,27,1134
2025-06-28,Widget B,47,1316
2025-03-11,Widget E,38,1178
2025-05-22,Widget E,47,1739
2025-05-26,Widget C,9,108
2025-01-23,Widget A,36,360
2025-01-28,Widget C,12,384
2025-01-14,Widget B,9,162
2025-02-01,Widget D,16,464
2025-08-18,Widget C,11,286
2025-08-14,Widget E,47,846
2025-10-13,Widget D,37,777
2025-01-30,Widget E,2,94
2025-05-01,Widget C,25,600
2025-07-04,Widget A,40,680
2025-02-02,Widget D,16,528
2025-02-23,Widget E,22,506
2025-12-13,Widget D,19,190
2025-01-20,Widget E,24,888
2025-04-11,Widget E,45,720
2025-08-14,Widget A,49,1568
2025-10-07,Widget E,38,1672
2025-07-11,Widget A,15,660
2025-05-09,Widget E,10,360
2025-05-24,Widget E,34,1360
2025-02-18,Widget E,17,442
2025-04-01,Widget B,29,1421
2025-08-16,Widget C,13,611
2025-12-12,Widget D,8,208
2025-01-16,Widget E,48,2352
2025-01-29,Widget C,47,2256
2025-03-26,Widget C,36,1008
2025-09-30,Widget C,42,672
2025-06-02,Widget E,3,105
2025-12-09,Widget A,30,750
2025-10-05,Widget D,5,185
2025-12-09,Widget B,14,168
2025-03-25,Widget B,39,1443
2025-06-07,Widget C,15,255
2025-01-02,Widget A,28,896
2025-10-08,Widget B,45,1845
2025-09-26,Widget C,12,156
2025-07-18,Widget E,45,990
2025-05-08,Widget A,25,250
2025-03-31,Widget B,28,896
2025-04-08,Widget E,32,1088
2025-04-28,Widget E,12,252
2025-07-10,Widget C,21,588
2025-06-26,Widget E,26,1248
2025-02-07,Widget B,27,702
2025-01-08,Widget B,41,1230
2025-09-05,Widget E,4,40
2025-04-17,Widget D,33,1254
2025-04-27,Widget D,24,384
2025-03-24,Widget E,48,672
2025-07-07,Widget D,29,986
2025-10-22,Widget E,3,132
2025-08-12,Widget B,6,192
2025-09-25,Widget A,4,164
2025-12-06,Widget E,27,567
2025-01-03,Widget A,13,221
2025-02-13,Widget C,8,280
2025-03-09,Widget B,29,1218
2025-10-11,Widget B,5,85
2025-10-15,Widget E,21,483
2025-10-20,Widget E,25,1025
2025-08-12,Widget C,28,840
2025-04-23,Widget E,44,1408
2025-11-20,Widget E,43,860
2025-11-22,Widget B,31,1116
2025-06-12,Widget B,47,1081
2025-08-26,Widget A,10,190
2025-12-14,Widget C,27,486
2025-03-26,Widget A,37,370
2025-02-04,Widget A,5,170
2025-06-04,Widget D,14,616
2025-01-12,Widget B,37,1813
2025-12-04,Widget B,39,858
2025-09-13,Widget A,45,1215
2025-06-25,Widget D,10,180
2025-02-05,Widget C,6,246
2025-03-16,Widget B,45,1215
2025-05-04,Widget B,17,170
2025-03-25,Widget A,30,930
2025-06-01,Widget D,42,1764
2025-04-07,Widget C,17,289
2025-03-01,Widget C,25,1125
2025-09-07,Widget E,38,1368
2025-07-23,Widget E,12,324
2025-07-17,Widget B,46,1702
2025-06-12,Widget E,24,960
2025-06-16,Widget B,29,580
2025-10-16,Widget B,2,30
2025-01-06,Widget D,31,1457
2025-01-01,Widget B,5,220
2025-10-29,Widget A,44,1452
2025-03-09,Widget A,15,735
2025-10-30,Widget D,13,195
2025-05-09,Widget D,38,646
2025-01-07,Widget B,44,704
2025-09-23,Widget B,8,176
2025-12-11,Widget C,50,800
2025-02-01,Widget D,36,936
2025-03-29,Widget D,50,1750
2025-04-29,Widget C,1,28
2025-01-17,Widget B,10,440
2025-06-14,Widget C,33,1221
2025-04-02,Widget C,35,560
2025-03-02,Widget C,15,420
2025-12-30,Widget E,8,368
2025-01-11,Widget D,9,423
2025-04-12,Widget E,9,306
2025-04-24,Widget A,43,2150
2025-06-17,Widget C,26,364
2025-03-20,Widget C,5,180
2025-03-28,Widget C,13,624
2025-01-12,Widget D,18,810
2025-10-18,Widget D,32,1472
2025-08-05,Widget E,16,752
2025-10-19,Widget E,35,735
2025-09-20,Widget E,23,460
2025-02-21,Widget D,2,64
2025-02-16,Widget C,47,1645
2025-06-16,Widget B,23,529
2025-04-15,Widget C,47,1504
2025-01-06,Widget E,14,602
2025-03-17,Widget C,22,440
2025-04-29,Widget C,15,240
2025-11-16,Widget D,24,600
2025-06-06,Widget C,33,363
2025-06-02,Widget B,16,448
2025-05-17,Widget A,3,69
2025-09-03,Widget C,50,1750
2025-03-31,Widget B,9,432
2025-01-20,Widget E,10,210
2025-07-04,Widget E,40,1720
2025-10-29,Widget D,38,836
2025-02-07,Widget C,23,460
2025-06-05,Widget C,32,736
2025-06-29,Widget A,49,784
2025-06-08,Widget A,12,408
2025-03-06,Widget B,9,270
2025-07-05,Widget C,31,1240
2025-09-19,Widget E,19,285
2025-12-28,Widget E,12,288
2025-10-17,Widget C,41,533
2025-12-17,Widget A,7,105
2025-05-31,Widget C,47,1222
2025-10-24,Widget B,3,63
2025-08-09,Widget A,36,1044
2025-08-21,Widget A,5,245
2025-04-06,Widget D,22,946
2025-07-02,Widget A,17,221
2025-07-15,Widget A,8,376
2025-01-21,Widget D,48,1488
2025-07-18,Widget A,36,1800
2025-03-14,Widget B,26,260
2025-11-22,Widget D,32,1408
2025-05-29,Widget E,12,288
2025-10-11,Widget D,9,243
2025-05-04,Widget E,29,609
2025-04-21,Widget D,10,500
2025-09-21,Widget B,10,500
2025-09-10,Widget D,24,1008
2025-04-04,Widget A,24,1128
2025-01-13,Widget C,11,231
2025-03-25,Widget C,15,540
2025-11-16,Widget C,21,399
2025-07-18,Widget C,45,1215
2025-07-10,Widget B,38,722
2025-09-02,Widget D,34,612
2025-04-30,Widget E,44,2200
2025-05-26,Widget C,47,705
2025-06-16,Widget E,46,1518
2025-07-29,Widget A,34,986
2025-09-10,Widget A,12,456
2025-02-28,Widget E,25,325
2025-05-17,Widget D,43,473
2025-12-09,Widget E,29,1218
2025-04-02,Widget C,50,550
2025-06-24,Widget E,37,1480
2025-05-26,Widget C,21,777
2025-01-10,Widget A,20,460
2025-09-07,Widget B,4,132
2025-11-06,Widget E,23,621
2025-07-20,Widget A,1,20
2025-02-20,Widget E,16,272
2025-03-21,Widget A,27,486
2025-01-24,Widget D,41,902
2025-03-12,Widget E,42,1008
2025-09-10,Widget D,20,820
2025-08-27,Widget D,23,299
2025-08-28,Widget B,9,450
2025-07-05,Widget E,2,76
2025-04-14,Widget A,49,1813
